       506.0	    0.00	-0.00000
       507.0	    0.00	-0.00000
       508.0	    0.00	-0.00000
       509.0	    0.00	-0.00000
       510.0	    0.00	-0.00000
       511.0	    0.00	-0.00000
       512.0	    0.00	-0.00000
       513.0	    0.00	-0.00000
       514.0	    0.00	-0.00000
       515.0	    0.00	-0.00000
       516.0	    0.00	-0.00000
       517.0	    0.00	-0.00000
       518.0	    0.00	-0.00000
       519.0	    0.00	-0.00000
       520.0	    0.00	-0.00000
       521.0	    0.00	-0.00000
       522.0	    0.00	-0.00000
       523.0	    0.00	-0.00000
       524.0	    0.00	-0.00000
       525.0	    0.00	-0.00000
       526.0	    0.00	-0.00000
       527.0	    0.00	-0.00000
       528.0	    0.00	-0.00000
       529.0	    0.00	-0.00000
       530.0	    0.00	-0.00000
       531.0	    0.00	-0.00000
       532.0	    0.00	-0.00000
       533.0	    0.00	-0.00000
       534.0	    0.00	-0.00000
       535.0	    0.00	-0.00000
       536.0	    0.00	-0.00000
       537.0	    0.00	-0.00000
       538.0	    0.00	-0.00000
       539.0	    0.00	-0.00000
       540.0	    0.00	-0.00000
       541.0	    0.00	-0.00000
       542.0	    0.00	-0.00000
       543.0	    0.00	-0.00000
       544.0	    0.00	-0.00000
       545.0	    0.00	-0.00000
       546.0	    0.00	-0.00000
       547.0	    0.00	-0.00000
       548.0	    0.00	-0.00000
       549.0	    0.00	-0.00000
       550.0	    0.00	-0.00000
       551.0	    0.00	-0.00000
       552.0	    0.00	-0.00000
       553.0	    0.00	-0.00000
       554.0	    0.00	-0.00000
       555.0	    0.00	-0.00000
       556.0	    0.00	-0.00000
       557.0	    0.00	-0.00000
       558.0	    0.00	-0.00000
       559.0	    0.00	-0.00000
       560.0	    0.00	-0.00000
       561.0	    0.00	-0.00000
       562.0	    0.00	-0.00000
       563.0	    0.00	-0.00000
       564.0	    0.00	-0.00000
       565.0	    0.00	-0.00000
       566.0	    0.00	-0.00000
       567.0	    0.00	-0.00000
       568.0	    0.00	-0.00000
       569.0	    0.00	-0.00000
       570.0	    0.00	-0.00000
       571.0	    0.00	-0.00000
       572.0	    0.00	-0.00000
       573.0	    0.00	-0.00000
       574.0	    0.00	-0.00000
       575.0	    0.00	-0.00000
       576.0	    0.00	-0.00000
       577.0	    0.00	-0.00000
       578.0	    0.00	-0.00000
       579.0	    0.00	-0.00000
       580.0	    0.00	-0.00000
       581.0	    0.00	-0.00000
       582.0	    0.00	-0.00000
       583.0	    0.00	-0.00000
       584.0	    0.00	-0.00000
       585.0	    0.00	-0.00000
       586.0	    0.00	-0.00000
       587.0	    0.00	-0.00000
       588.0	    0.00	-0.00000
       589.0	    0.00	-0.00000
       590.0	    0.00	-0.00000
       591.0	    0.00	-0.00000
       592.0	    0.00	-0.00000
       593.0	    0.00	-0.00000
       594.0	    0.00	-0.00000
       595.0	    0.00	-0.00000
       596.0	    0.00	-0.00000
       597.0	    0.00	-0.00000
       598.0	    0.00	-0.00000
       599.0	    0.00	-0.00000
       600.0	    0.00	-0.00000
       601.0	    0.00	-0.00000
       602.0	    0.00	-0.00000
       603.0	    0.00	-0.00000
       604.0	    0.00	-0.00000
       605.0	    0.00	-0.00000
       606.0	    0.00	-0.00000
       607.0	    0.00	-0.00000
       608.0	    0.00	-0.00000
       609.0	    0.00	-0.00000
       610.0	    0.00	-0.00000
       611.0	    0.00	-0.00000
       612.0	    0.00	-0.00000
       613.0	    0.00	-0.00000
       614.0	    0.00	-0.00000
       615.0	    0.00	-0.00000
       616.0	    0.00	-0.00000
       617.0	    0.00	-0.00000
       618.0	    0.00	-0.00000
       619.0	    0.00	-0.00000
       620.0	    0.00	-0.00000
       621.0	    0.00	-0.00000
       622.0	    0.00	-0.00000
       623.0	    0.00	-0.00000
       624.0	    0.00	-0.00000
       625.0	    0.00	-0.00000
       626.0	    0.00	-0.00000
       627.0	    0.00	-0.00000
       628.0	    0.00	-0.00000
       629.0	    0.00	-0.00000
       630.0	    0.00	-0.00000
       631.0	    0.00	-0.00000
       632.0	    0.00	-0.00000
       633.0	    0.00	-0.00000
       634.0	    0.00	-0.00000
       635.0	    0.00	-0.00000
       636.0	    0.00	-0.00000
       637.0	    0.00	-0.00000
       638.0	    0.00	-0.00000
       639.0	    0.00	-0.00000
       640.0	    0.00	-0.00000
       641.0	    0.00	-0.00000
       642.0	    0.00	-0.00000
       643.0	    0.00	-0.00000
       644.0	    0.00	-0.00000
       645.0	    0.00	-0.00000
       646.0	    0.00	-0.00000
       647.0	    0.00	-0.00000
       648.0	    0.00	-0.00000
       649.0	    0.00	-0.00000
       650.0	    0.00	-0.00000
